"","ZIPCODE","BLDGZIP","PO_NAME","POPULATION","AREA","STATE","COUNTY","ST_FIPS","CTY_FIPS","URL","SHAPE_AREA","SHAPE_LEN","ZipCode","num_dogs","BreedName","num_breeds","pop_breed","AnimalName","num_names","pop_name","Borough","n_dogs_borough","dogs_per_capita","Affenpinscher","Afghan Hound","Afghan Hound Crossbreed","Airedale Terrier","Akita","Akita Crossbreed","Alaskan Malamute","American Bully","American English Coonhound","American Eskimo dog","American Foxhound","American Hairless Terrier","American Leopard Hound","American Pit Bull Mix / Pit Bull Mix","American Pit Bull Terrier/Pit Bull","American Staffordshire Terrier ","American Water Spaniel","Anatolian Shepherd Dog","Australian Cattle Dog","Australian Cattledog","Australian Kelpie","Australian Shepherd","Australian Silky Terrier","Australian Terrier","Barbet","Basenji","Basset Hound","Bassett Hound","Beagle","Beagle Crossbreed","Bearded Collie","Bedlington Terrier","Belgian Griffon","Belgian Malinois","Belgian Sheepdog","Belgian Tervuren","Berger Picard","Bernese Mountain Dog","Bichon Frise","Bichon Frise Crossbreed","Biewer Terrier","Black and Tan Coonhound","Black Russian Terrier","Bloodhound","Bloodhound Crossbreed","Bluetick Coonhound","Boerboel","Bolognese","Border Collie","Border Collie Crossbreed","Border Terrier","Borzoi","Boston Terrier","Bouvier Des Flandres","Boxer","Boxer Crossbreed","Boykin Spaniel","Bracco Italiano","Briard","Brittany","Brittany Spaniel","Brussels Griffon","Bull Dog, American","Bull Dog, English","Bull Dog, French","Bull Terrier","Bulldog","Bullmastiff","Cairn Terrier","Canaan Dog","Cane Corso","Cardigan Welsh Corgi","Catahoula Leopard Dog","Cavalier King Charles Spaniel","Cesky Terrier","Chesapeake Bay Retriever","Chihuahua","Chihuahua Crossbreed","Chinese Crested","Chinese Shar-Pei","Chinook","Chow Chow","Cirneco dell","Clumber Spaniel","Cocker Spaniel","Cocker Spaniel Crossbreed","Collie","Collie Crossbreed","Collie, Bearded ","Collie, Border","Collie, Rough Coat","Collie, Smooth Coat","Coonhound, Black and Tan","Coonhound, Blue Tick","Coonhound, Treeing Walker","Coton de Tulear","Cotton De Tulear","Curly-Coated Retriever","Dachshund","Dachshund Crossbreed","Dachshund Smooth Coat","Dachshund Smooth Coat Miniature","Dachshund, Long Haired","Dachshund, Long Haired Miniature","Dachshund, Wirehaired","Dachshund, Wirehaired, Miniature","Dalmatian","Dandie Dinmont Terrier","Doberman Pinscher","Dogo Argentino","Dogue de Bordeaux","Dutch Shepherd","English Cocker Spaniel","English Foxhound","English Setter","English Springer Spaniel","English Toy Spaniel","Entlebucher Mountain Dog","Eurasier","Field Spaniel","Fila Brasileiro","Finnish Lapphund","Finnish Spitz","Flat-Coated Retriever","French Bulldog","French Spaniel","German Longhaired Pointer","German Pinscher","German Shepherd Crossbreed","German Shepherd Dog","German Shorthaired Pointer","German Spitz","German Wirehaired Pointer","Giant Schnauzer","Glen of Imaal Terrier","Golden Retriever","Goldendoodle","Gordon Setter","Grand Basset Griffon Vendeen","Great Dane","Great Pyrenees","Greater Swiss Mountain Dog","Greyhound","Hamiltonstovare","Harrier","Havanese","Hovawart","Ibizan Hound","Irish Red and White Setter","Irish Setter","Irish Terrier","Irish Wolfhound","Italian Greyhound","Jack Russell Terrier","Japanese Chin","Japanese Chin/Spaniel","Jindo","Jindo Dog, Korea","Kai Ken","Karelian Bear Dog","Keeshond","Kerry Blue Terrier","Kooikerhondje","Kromfohrlander","Kuvasz","Labradoodle","Labrador Retriever","Labrador Retriever Crossbreed","Lagotto Romagnolo","Lakeland Terrier","Lancashire Heeler","Leonberger","Lhasa Apso","Lowchen","Maltese","Maltese Crossbreed","Maltipoo","Manchester Terrier","Mastiff","Mastiff, Bull","Mastiff, French (Dogue de Bordeaux)","Mastiff, Neapolitan","Mastiff, Old English","Mastiff, Tibetan","Miniature American Shepherd","Miniature Bull Terrier","Miniature Fox Terrier","Miniature Pinscher","Miniature Schnauzer","Morkie","Mudi","Neapolitan Mastiff","Newfoundland","Norfolk Terrier","Norwegian Buhund","Norwegian Elkhound","Norwich Terrier","Nova Scotia Duck Tolling Retriever","Old English Sheepdog","Otterhound","Papillon","Parson Russell Terrier","Pekingese","Pembroke Welsh Corgi","Pembroke Welsh Corgi Crossbreed","Perro de Presa Canario","Peruvian Inca Orchid","Petit Basset Griffon Vendeen","Pharaoh Hound","Pharoh hound","Plott","Pointer","Pointer, German Shorthaired","Pointer, German Wirehaired","Polish Hound","Polish Lowland Sheepdog","Pomeranian","Pomeranian Crossbreed","Poodle","Poodle Crossbreed","Poodle, Miniature","Poodle, Standard","Poodle, Toy","Portuguese Podengo Pequeno","Portuguese Sheepdog","Portuguese Water Dog","Pug","Pug Crossbreed","Puggle","Puli","Pumi","Pyrenean Shepherd","Rat Terrier","Rat Terrier Crossbreed","Redbone Coonhound","Rhodesian Ridgeback","Rottweiler","Rottweiler Crossbreed","Russell Terrier","Russian Toy","Russian Wolfhound","Saint Bernard","Saluki","Samoyed","Schipperke","Schipperkee","Schnauzer Crossbreed","Schnauzer, Giant","Schnauzer, Miniature","Schnauzer, Miniature Crossbreed","Schnauzer, Standard","Scottish Deerhound","Scottish Terrier","Sealyham Terrier","Shar-Pei, Chinese","Shetland Sheepdog","Shiba Inu","Shiba Inu Crossbreed","Shih Tzu","Shih Tzu Crossbreed","Siberian Husky","Siberian Husky Crossbreed","Silky Terrier","Skye Terrier","Small Munsterlander Pointer","Smooth Fox Terrier","Soft Coated Wheaten Terrier","Spanish Water Dog","Spinone Italiano","St. Bernard","Staffordshire Bull Terrier","Standard Schnauzer","Sussex Spaniel","Swedish Vallhund","Terrier Crossbreed","Terrier mix","Thai Ridgeback","Tibetan Mastiff","Tibetan Spaniel","Tibetan Terrier","Toy Fox Terrier","Treeing Tennessee Brindle","Treeing Walker Coonhound","Vizsla","Weimaraner","Welsh Corgi, Cardigan","Welsh Corgi, Pembroke","Welsh Springer Spaniel","Welsh Terrier","West High White Terrier","West Highland White Terrier","Wheaton Terrier","Whippet","Wire Fox Terrier","Wirehaired Pointing Griffon","Xoloitzcuintli","Yorkshire Terrier","Yorkshire Terrier Crossbreed"
"52",10025,"0","New York",96054,19631043.8225259,"NY","New York","36","061","http://www.usps.com/",0,0,10025,2965,"Labrador Retriever",154,"Labrador Retriever","LUCY",25,"LUCY","Manhattan",2946,0.0308680533866367,NA,1,NA,NA,NA,2,1,1,1,2,2,NA,NA,57,44,15,NA,1,4,11,NA,25,1,NA,NA,6,3,2,36,29,1,3,NA,NA,1,NA,NA,4,23,NA,NA,NA,NA,NA,NA,1,NA,NA,12,NA,22,2,42,NA,49,NA,NA,NA,1,NA,7,12,1,13,34,1,2,NA,10,NA,3,1,1,41,NA,NA,96,10,2,1,NA,3,NA,NA,40,NA,1,8,2,13,3,1,6,NA,3,1,NA,NA,6,5,18,19,NA,8,5,4,1,NA,7,1,NA,NA,7,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,18,NA,1,NA,38,35,6,NA,NA,NA,1,66,14,NA,NA,6,2,NA,13,NA,NA,87,NA,NA,NA,1,4,2,4,62,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,59,154,91,1,1,NA,NA,15,NA,67,10,2,1,NA,3,NA,NA,NA,NA,6,NA,NA,14,13,7,NA,NA,1,5,NA,NA,8,1,3,NA,10,NA,11,6,NA,NA,NA,2,NA,2,2,7,4,1,NA,NA,32,1,30,22,49,35,39,NA,NA,16,40,1,15,1,NA,NA,10,NA,NA,6,5,NA,NA,NA,NA,1,NA,4,NA,4,5,NA,42,NA,3,NA,5,NA,5,14,24,NA,86,15,14,2,7,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,3,22,NA,NA,1,11,1,NA,NA,14,4,5,10,NA,1,24,8,20,8,5,NA,NA,111,4
"53",11357,"0","Whitestone",38944,77359110.6091442,"NY","Queens","36","081","http://www.usps.com/",0,0,11357,741,"Maltese",49,"Maltese","COCO",11,"COCO","Queens",731,0.0190273212818406,NA,NA,NA,NA,2,NA,NA,NA,NA,4,1,NA,NA,9,11,6,NA,NA,1,1,NA,6,NA,NA,NA,2,NA,2,13,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,5,NA,9,NA,NA,NA,1,NA,NA,NA,1,9,5,NA,3,NA,10,NA,2,NA,1,10,NA,NA,24,2,NA,NA,NA,1,NA,NA,11,NA,NA,3,NA,1,NA,NA,NA,NA,2,NA,1,NA,3,1,9,1,2,1,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,25,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,2,NA,NA,8,NA,NA,NA,NA,NA,NA,1,20,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,28,15,NA,NA,NA,NA,3,NA,49,6,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,2,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,15,NA,11,8,9,8,8,NA,NA,NA,8,NA,8,NA,NA,NA,1,NA,NA,NA,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,1,1,7,1,35,8,1,NA,4,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,5,NA,2,NA,NA,4,1,1,NA,1,NA,NA,40,3
"54",10029,"0","New York",77503,22963435.6769661,"NY","New York","36","061","http://www.usps.com/",0,0,10029,1567,"Yorkshire Terrier",156,"Yorkshire Terrier","MAX",18,"MAX","Manhattan",1542,0.0202185721843025,1,1,NA,NA,NA,NA,NA,1,NA,2,NA,1,1,51,80,16,NA,NA,NA,3,1,5,NA,NA,NA,5,1,NA,19,9,NA,NA,NA,NA,NA,NA,NA,1,18,NA,NA,NA,NA,NA,NA,NA,2,NA,6,NA,4,NA,8,NA,10,2,NA,NA,NA,1,1,2,1,8,10,2,3,NA,13,NA,1,NA,NA,10,NA,NA,111,32,1,NA,NA,4,NA,NA,20,1,NA,1,NA,5,NA,NA,NA,NA,2,NA,4,NA,6,4,9,2,2,4,2,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,1,18,8,NA,NA,NA,NA,1,21,2,NA,NA,1,NA,NA,1,NA,NA,13,NA,1,NA,1,NA,NA,1,33,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,5,39,25,NA,NA,NA,NA,17,NA,65,11,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,10,2,7,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,10,NA,NA,NA,NA,1,NA,NA,NA,5,1,NA,NA,NA,35,2,17,9,17,12,17,NA,NA,3,14,3,3,NA,NA,NA,9,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,3,NA,1,NA,1,1,14,NA,129,26,11,2,8,NA,NA,NA,NA,NA,1,NA,7,NA,NA,NA,5,6,NA,NA,2,1,2,NA,NA,1,1,NA,1,1,NA,3,2,6,NA,2,NA,NA,156,9
"55",83,"0","Central Park",25,38300990.399943,"NY","New York","36","061","http://www.usps.com/",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",11356,"0","College Point",23379,43321159.272031,"NY","Queens","36","081","http://www.usps.com/",0,0,11356,337,"Maltese",24,"Maltese","BELLA",5,"BELLA","Queens",328,0.0144146456221395,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,9,10,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,3,1,NA,NA,NA,NA,1,NA,NA,3,NA,NA,17,2,NA,1,NA,NA,NA,NA,5,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,16,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,2,NA,NA,7,NA,NA,NA,NA,NA,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,9,5,NA,NA,NA,NA,NA,NA,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,5,1,1,4,NA,NA,NA,6,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,2,4,NA,20,5,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,NA,NA,NA,NA,22,NA
"57",11359,"0","Bayside",0,6567982.08534197,"NY","Queens","36","081","http://www.usps.com/",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",11360,"0","Bayside",18973,38834824.1713414,"NY","Queens","36","081","http://www.usps.com/",0,0,11360,285,"Maltese",17,"Maltese","BELLA",3,"BELLA","Queens",281,0.0150213461234386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,14,1,NA,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,5,NA,NA,NA,NA,2,NA,17,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,1,2,6,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,1,4,5,NA,17,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,17,NA
"59",11105,"0","Astoria",36906,48795608.0799341,"NY","Queens","36","081","http://www.usps.com/",0,0,11105,614,"Chihuahua",37,"Chihuahua","CHARLIE",9,"CHARLIE","Queens",600,0.0166368612149786,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,22,7,3,NA,NA,2,3,1,5,NA,NA,NA,4,NA,2,20,6,NA,NA,NA,1,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,4,NA,10,NA,NA,NA,NA,NA,1,1,1,5,7,2,1,NA,2,NA,NA,NA,NA,4,NA,NA,37,6,NA,NA,NA,1,NA,NA,13,NA,NA,3,NA,NA,1,NA,NA,NA,1,NA,2,NA,3,NA,7,3,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,13,7,1,NA,NA,NA,NA,6,2,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,NA,NA,NA,NA,1,NA,26,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,8,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,8,1,5,2,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,6,NA,3,1,6,9,1,2,NA,NA,13,NA,13,NA,NA,NA,2,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,1,NA,NA,NA,3,NA,28,4,7,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,3,NA,NA,3,NA,NA,NA,NA,1,2,NA,1,NA,NA,5,1,7,1,NA,NA,NA,28,3
"60",10128,"0","New York",55748,11011681.5568226,"NY","New York","36","061","http://www.usps.com/",0,0,10128,2094,"Labrador Retriever",100,"Labrador Retriever","LUCY",23,"LUCY","Manhattan",2072,0.037561885628184,NA,NA,NA,NA,4,1,2,2,NA,NA,1,NA,NA,31,18,6,NA,NA,4,2,1,20,3,NA,NA,5,1,1,32,14,NA,NA,NA,5,1,NA,1,7,20,NA,1,2,NA,NA,NA,NA,NA,NA,9,1,4,NA,23,NA,19,NA,NA,NA,1,1,5,4,NA,10,17,1,1,NA,15,NA,NA,NA,3,30,NA,NA,80,14,1,3,NA,4,NA,1,34,NA,NA,NA,NA,2,NA,1,1,1,1,4,10,NA,13,4,15,20,6,5,1,2,2,NA,2,NA,NA,NA,6,NA,NA,5,NA,1,NA,NA,NA,NA,NA,1,19,NA,NA,NA,16,16,NA,NA,NA,NA,1,56,17,NA,NA,1,1,NA,NA,2,NA,91,NA,NA,NA,NA,2,NA,7,28,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,38,100,44,1,NA,NA,NA,6,NA,60,6,4,2,2,NA,1,NA,NA,NA,4,NA,NA,17,9,2,NA,NA,NA,4,NA,NA,5,NA,1,NA,7,2,13,1,NA,NA,NA,3,NA,NA,NA,5,1,NA,NA,NA,25,NA,12,8,32,20,47,1,NA,9,30,NA,12,NA,NA,NA,8,NA,NA,3,6,2,1,NA,NA,NA,1,4,NA,NA,5,NA,19,NA,1,NA,7,1,3,13,16,NA,89,16,17,NA,4,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,20,NA,NA,1,17,NA,NA,1,10,7,1,4,3,3,17,1,17,4,7,1,NA,74,3
"61",10023,"0","New York",62800,15212712.6781593,"NY","New York","36","061","http://www.usps.com/",0,0,10023,2349,"Labrador Retriever",124,"Labrador Retriever","CHARLIE",21,"CHARLIE","Manhattan",2329,0.0374044585987261,1,1,NA,2,3,NA,NA,NA,1,7,NA,NA,NA,17,18,6,NA,1,1,3,1,17,2,1,NA,6,1,NA,29,22,NA,1,NA,1,1,NA,NA,4,34,1,NA,NA,NA,2,NA,NA,NA,NA,9,2,8,NA,36,NA,17,1,NA,NA,NA,3,4,4,NA,14,26,4,2,NA,15,NA,NA,NA,3,75,NA,1,85,9,2,1,NA,3,NA,NA,44,NA,NA,9,2,6,2,1,NA,1,1,12,17,NA,9,1,7,17,2,14,NA,7,NA,NA,4,NA,1,2,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,39,NA,NA,NA,13,16,5,1,2,NA,1,81,13,1,NA,4,2,NA,3,NA,NA,94,NA,NA,NA,3,NA,NA,3,36,1,3,1,3,NA,NA,NA,1,1,NA,NA,35,124,47,1,1,NA,NA,12,NA,56,10,5,1,1,6,NA,NA,2,NA,6,NA,NA,8,4,5,NA,NA,1,5,NA,3,7,NA,2,NA,7,NA,5,2,NA,NA,NA,1,1,NA,NA,5,8,2,NA,NA,28,NA,13,23,38,32,42,NA,1,9,25,1,8,1,NA,NA,4,NA,2,10,3,1,NA,NA,NA,NA,2,2,NA,1,1,2,22,NA,7,NA,3,1,3,9,16,NA,81,18,10,NA,5,NA,1,NA,1,NA,1,NA,3,NA,1,NA,3,12,NA,NA,5,10,NA,NA,NA,10,2,1,6,1,2,25,7,14,4,3,NA,NA,76,7
"62",11363,"0","Little Neck",7060,24242790.0234975,"NY","Queens","36","081","http://www.usps.com/",0,0,11363,134,"Maltese",10,"Maltese","NIGEL",3,"NIGEL","Queens",131,0.0189801699716714,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,7,NA,NA,4,NA,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,NA,NA,NA,NA,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,2,2,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,7,NA
"63",10028,"0","New York",47530,9842046.4797,"NY","New York","36","061","http://www.usps.com/",0,0,10028,1622,"Havanese",87,"Havanese","LOLA",14,"LOLA","Manhattan",1600,0.0341258152745634,NA,NA,1,NA,NA,1,NA,NA,NA,3,NA,NA,NA,13,8,1,NA,NA,NA,1,1,21,2,NA,NA,2,1,10,21,9,1,NA,NA,2,2,2,NA,13,13,NA,NA,4,NA,1,NA,1,NA,NA,9,NA,2,NA,21,1,7,NA,NA,NA,2,NA,2,5,1,16,18,1,3,NA,12,1,NA,NA,3,41,NA,1,38,9,NA,NA,NA,4,NA,NA,25,1,1,3,5,5,NA,2,1,NA,1,2,10,2,8,2,12,14,1,2,2,3,2,NA,2,NA,NA,NA,9,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,19,NA,NA,NA,12,15,1,NA,NA,NA,NA,51,12,NA,NA,5,1,1,1,NA,NA,87,NA,NA,NA,NA,2,NA,8,21,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,31,71,31,NA,NA,NA,NA,5,NA,56,2,7,NA,1,2,NA,NA,NA,NA,1,1,NA,5,1,NA,NA,NA,1,7,NA,1,13,NA,1,NA,4,1,7,1,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,14,1,7,15,24,20,31,NA,NA,8,24,NA,6,1,NA,NA,5,NA,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,2,1,2,10,1,1,NA,9,NA,2,6,13,NA,70,12,10,NA,NA,NA,NA,1,2,NA,1,NA,4,NA,NA,NA,2,16,NA,NA,1,9,NA,NA,NA,10,3,1,2,NA,1,7,3,10,3,2,NA,NA,55,4
